user_id,question_id,question,theme
u-AeHsWW74SP-KPJm7w43P2,q-B9O5kDWJ88-rg1XbZOjZP,Can the commuter rail be expanded to different parts of Massachusetts?,Access
u-i19Z9qYEIH-puxQmLyz2E,q-qc6ECkhiaJ-gBIv7YbeNh,Why can't we use zip lines from one building to another?,Access
u-DHV5Q9vrIj-cs3AEvgIMH,q-yowYOmJqJk-GopZJTRGxd,How will the seniors navigate the transportation system?,Access
u-Av3VRXM0U6-MIsKkDAaFf,q-gHsqX2diXS-n2UVNFf4mB,"Will we still be investing-in and building high-cost fixed infrastructure like subways and rail lines or more flexible transit systems that are adaptable to climate change and an aging, diverse population?  (ex: will we see the return of the light-rail trolley? a la ""e line""/electric buses of the 1940's and 1950's?)",Access
u-oVzOBKRKAN-gpJQc17fkq,q-79zzM1Sp82-DDFC2pbSuT,"Why isn't there an easy way to get from the ends of each of the lines (for example, Ashmont to Forest Hills)? Why is this a bus rather than a subway? ",Access
u-xGg3COyL3G-bdebx7gxf9,q-0YKbfeNDPc-VVdvE7TxZD,Will the city move to ban car travel downtown in the near future?,Governance and Decision-Making
u-YEZGErm4Ps-aCPJHc81q4,q-2g5r2HQUlY-ocXW0vxdyz,Will there be massages on buses in 2030?,Experiential Quality
u-MK9x3nQVDl-pV6qKYri7b,q-768xS2bsqm-fQZTLRRzDF,Will Silver Line be extended to Forest Hills?,Access
u-86iW9Muh3s-oVFzdqpVaN,q-tmpjdXuXfm-KCHganFUdz,Will there be flying cars in the future?,Innovation-Technology
u-lvARDWol9j-uIdbbYMy9C,q-BuaY6MII9N-McEGbkeNEp,Forget 2030 what about 2015???,Reliability
u-b2N9JqP7P6-LFogNaWD5B,q-oj2oYk7EXZ-qaxTnuPa5i,Why does the T close down at 12:30am if some businesses stay open until 2am?,Reliability
u-iOiQzxD1KC-ouFnUS4NKs,q-D327xI2jyF-oU6z5wdRys,"Can we make public transportation more reliable and timely, especially when it comes to the buses that serve outlying areas of the transportation system?  ",Reliability
u-E5JKJU9PeA-N00raIIscu,q-j6ogaV8Lix-SEHXLs8qX6,"Depending on traffic, I can usually drive from Roslindale/West Roxbury to Cambridge (say Harvard Square) in 30-45 minutes. Taking the bus 51/86 would take more than an hour. Would I be able to get from WR/Rosl to Hvd Sq on public transportation in under an hour in 2030?",Access
u-W9tm4RUPak-3PYh3dadt0,q-xUGJw4Vgeb-jKYyxrO6bY,Will I be able to walk home along the Emerald Necklace safely at night?,Safety
u-rTGgHlHJC3-aThJ7JKw4g,q-0RmwWBVcLt-hQz8RZvHfA,When will a super fast train come to Cape Cod?,Reliability
u-PGX5Y7kRD4-IXqNNuluK0,q-riOKwz9EqF-bv2sH5F9d7,Will South Boston get more bike lanes?,Equity
u-10VeImGKIa-WLCxVePniF,q-WTbFe0wzAK-e4JDNBpTlD,Will there be a flying motorcycle?,Innovation-Technology
u-r99MRS8gQr-9zOECj86YC,q-DXATMeEpiU-U1XNv3xLyz,Why does the bus cost so much?,Affordability
u-3R2ukdJOIA-7NusT4qIgV,q-68AuzpG0Z3-9ak51tB9xy,"When will we have late night transportation like other major cities?  Safe nighttime transportation for women (i.e. in Florence, Italy cabs offer discounts for women traveling solo at night)?",Safety
u-xGg3COyL3G-bdebx7gxf9,q-CKWgYcBmmE-fxtD9eqUDd,When are we going to get new trains?,Reliability
u-oMZRuhnn7Y-cYOplxdNfs,q-vl3rHKQ2eo-bz4vpjliJa,Why isn't there a law against blocking pedestrian walkways?,Access
u-tUxrD1701n-8iakCDAJZ7,q-p3fFcdSiaP-t1nyjG60kj,"What is the long term plan to improve access to commuter lines, improve parking, bike lanes, and bus support in between the ""spokes"" of major transportation?",Access
u-FAIFwxqg6j-8HHNFf67XS,q-i1VtWfs1RC-eYwxwyyybt,How will you guarantee that transit dependent people have reliable and timely T service to jobs and opportunities?,Access
u-IagtUqVX3q-DqHAgO84nx,q-6W7YnsyEuf-CUQzYQiTHT,Will we have more physically separate bike lanes? Bike shears are not safe!,Safety
u-cOUSAHBcxI-seRG9CMMPF,q-vamo9PCh8d-wlGunQA2nY,"What are we doing to integrate what we do with our neighbors at our edges: Cambridge, Brookline, Somerville, etc?",Governance and Decision-Making
u-OVVxACY9Fe-59EJMsKpOB,q-beEpCsuceU-wAtFICDqtp,Why can't the Green Line be just as fast as the Red/Orange/Blue lines?,Reliability
u-35qi1XOCGF-rCzbommBCh,q-tZO8XdQqyz-MNRYbe8TjK,Sometimes the bicycle lanes seem to be more of a hazard than a help.  How do you determine the placement and layout of these?,Safety
u-nBQ5UdFCtG-rD10rxjq7a,q-4jDSvA8qNW-CU7lxM6CW5,"Is there space to install covered bike parking in neighborhoods for protection from the weather, using a car parking space if necessary?  ",Experiential Quality
u-YVEhOgGivl-dqXlnebf0B,q-r0zKORBF9k-yN6YaoMyQg,"How can we expand space in our transportation so that Boston is more easily traveled and, what alternative transportation forms can we utilize to become a growing active community?",Access
u-MsTpm6mxtB-tQVVr69QMO,q-eUqKTB7YBB-uXRZtyiNPj,"What is Boston doing to not only create green, eco-friendly energy but make it accessbile to all people in Boston?",Sustainability-Climate
u-4HpMEXuOcf-nwt51oXnZD,q-kuK5saXzMX-sWwW2hH25A,Will there ever be flying cars?,Innovation-Technology
u-ZLpXAYudRX-7Rf4hA9R7j,q-pqgyQXS55J-0ABpXdNCbs,Will you offer parking for non-MA residents in the major neighborhoods of Boston?,Access
u-yUmaDypw0d-FJgC7X8mjF,q-L4qzMMCoPs-OrsEC6nQOt,How will we make sure that there are equitable opportunities for all Boston residents in every neighborhood to engage in active living and have access to safe/diverse modes of transportation?,Equity
u-KrLB9EsR6y-2MS7OvbC9o,q-y8gXOTpyHT-80uWoudCww,Will there be more dedicated bike lanes to prevent potential bike/car accidents and increase bike commuting?,Access
u-p6yS3pNO2T-CvnW7CxiW1,q-Jxhf496zhe-zTlLh9NvkK,Will a google wheelchair be here?,Innovation-Technology
u-3PLdYJQJnO-zfUAAI2rVp,q-qqkbBsUi5J-NYkerA3lye,When will there be more accessible restrooms in the stations?,Experiential Quality
u-mieb2t5G6w-RKaP4xUXVX,q-Luyr0iO9BB-JdEmpZbRjV,Will the T be more affordable and quicker to reach?,Affordability
u-r1LsCIeokh-2LfSiYyXd1,q-xIUT3X0CE7-VfixmjZQgS,What are your plans for parking in Boston in the future?,Access
u-2Dc0MrSmm3-l2S4vZkrcC,q-WlhAVvMoOr-C7dA0ZiLxP,What if we didn't have to wait for the bus?,Reliability
u-TuK7pC1HXW-61WjW8ueyC,q-3YkImel87q-RnS5CeyOhS,"How can we get the MBTA to have more reliable service to make sure people get to work, school on time?",Reliability
u-B7Xh4CyGNM-6hxItmObrJ,q-Un4NjupAa1-VyfdHc7WRO,"When will we get moving sidewalks,  or underground mall, walkways similar to toronto, Montreal or above ground like Minneapolis and Calgary!",Innovation-Technology
u-eTLR5UoxIh-R5vz77JMpk,q-4OGkCDfqPJ-SP8NN2lb6V,Will the bus stop missing stops?,Reliability
u-Rui4sv0Zox-q8WcXYVvH1,q-oHYUcBg149-1HoYkIJNaG,How can the bus drivers lower the bus without needing to tell them?,Access
u-4Vjp8KNJkw-48EQXiHQHs,q-WFTCchfOcI-sCuraWYksL,"Will the prices in the MBTA ever decrease, or will they continue to increase?",Affordability
u-NxbidR5sjB-o4O8yIyqi5,q-E86HO8024Y-IkQHZ7XMqB,How can we eliminate congestion?  What can we do to make driving the least attractive transportation option in the city?  How much should we charge drivers as a congestion charge for diving in to the city?,Sustainability-Climate
u-DeOTUsWcWV-T0x6VAHLIk,q-Q0CxS3lW8e-QSey3JQi4r,Will the price of public transportation continue to increase?,Affordability
u-lvPLmxJEvs-hzILappWof,q-vWTDepVGHv-EwohIob3sx,"If the Summer Olympics in 2024 happens in Boston, how will this improve our walkability, bikeability and transit?",Access
u-zHjtuZnjdP-8jJqqNLlfR,q-F7VCgRBjgC-1g0KCir3CB,How can transit apps be more accurate?,Innovation-Technology
u-Ugr8qOdCUF-jtZzrTfge5,q-g79hix4IYa-ijJMGmXkJc,Why don't the buses abide by the time posted online?,Reliability
u-q261KUourd-2gLeFVMus8,q-Y9yGUog49P-p7ku9jYiRu,"Can the turning arrows be closer to the intersection, so the drivers can see them?",Governance and Decision-Making
u-2xpte7fWKs-6TLeIvCS1y,q-toJBSEvJmZ-DwsvkqpMuo,Will our future transit/transportation system be pollution free and affordable?,Affordability
u-8m01HNWz5H-CuuvgnQcjy,q-R6GjUnslFO-YciNIecrot,When will the city cease using Level of Service as a metric for road design?,Governance and Decision-Making
u-xGg3COyL3G-bdebx7gxf9,q-RhzDt7PtxK-65bOmxr1Ei,"Can we stop charging people for public transportation if they don't have the money for it? If its transportation for and to the public, shouldn't the public be allowed to ride unhindered?Can we get better service for those who are incapacitated by injuries, and better access to trains and buses?",Affordability
u-8v85i0ou9G-g9tTBB1XJq,q-x72LUsCf60-HNGclm7aSx,Will Boston provide any express trains?,Reliability
u-xawAlIPej6-xQ1E81hE7z,q-BP8MWO6min-GHO3mNt6kD,There have been rumors that the MBTA plans to remove certain buses such as the 112 and the 114. Is this true? Which bus routes?,Governance and Decision-Making
u-hQG1oFCfuh-zPMCY3UM7p,q-ggF2iDZCMa-dxBZicXxJ8,When will the Green Line have signal priority at intersections?,Reliability
u-GJ3pwI3eKD-UcXK3IzOoq,q-snlTjUWM5V-LYTsWRxz6L,Why did my bus (#11) never show up?,Reliability
u-yKxQt4zViB-cJFsSGnmT3,q-oDMeOVpGuY-TmQKkt0l8g,Will we offer cultural competency training for the MBTA workers?,Safety
u-YoKCcV6z15-cSFtiDbQG1,q-uX8wPv0rz1-3gBOYeW7DR,What if seniors had drivers who cared deeply about their welfare and ensured that each trip they took in Boston demonstrated respect?,Safety
u-91yWGykd2F-c4tncOrw7R,q-sZfhN5SglH-KnVnyVfu5a,What will we do to make it safer to bike in Boston?,Safety
u-JaA8jBBTgX-o3TE7P8Jx6,q-YDuTi8zBLF-Bs8TncepoL,Where are the hover skates? Where are the hover cars? Where are the exo-suits?,Innovation-Technology
u-RJAGWVBM4c-2c9Jw5jhhD,q-HuIurEZ521-Alhh0Ry32E,How will global terrorism impact on transit system?,Resiliency
u-pkkrCWiiJr-NDXDPsU5Jp,q-N2NxQ4M7Ed-l5FDbZx0HF,Will there ever be a foot bridge from eastie to the seaport district?,Access
u-bhQV5mqwtf-auSt9i2M2g,q-Ow0KZQORu3-NZPzzi5r8K,Is the city's transportation designed for emergency preparedness?,Resiliency
u-MUu4d1bKqH-vkTAEalwSk,q-YGZegk1YRb-vU3i2lbTlR,Will we have less traffic?,Sustainability-Climate
u-uzQfvt1yUf-oF2wOIzJ25,q-mB4A2wg0Ek-viMjPyqTG4,How can we ease the traffic? Can we open up new highways?,Access
u-oTaN0hC8ff-XOU915Dg5a,q-yjgNuyaP4y-MqXhXtdHcY,Is there a way to consider a transportation ring system to go from Jamaica Plain to Cambridge that doesn't involve going through the center of Boston?,Access
u-BmCMuaavCA-AZkIpA3bsP,q-VWu92L74K7-AWBF7J0yKF,Is there a more efficient and environmentally conscious way of removing snow?,Sustainability-Climate
u-3DWD44WYj1-CzgSy1wVk3,q-E1sz4qZl9J-gEbjnnMCbV,How will public transportation be maintained and expanded to give people alternatives to driving?,Access
u-seBorcxOaQ-qMl5LuujQd,q-t34n6twnLV-KPYkcT8S2o,Will there be extended hours?,Reliability
u-qn1DN2Blqz-CMS4TPnYpg,q-rJHA9Nhohh-WgaQQqryje,"Why does the Commuter Rail not operate like European models, allowing people in the suburbs to quickly and reliably get into the city every day? Currently, most lines run every 2 hours on weekends. This is not incentive for people to take the train into the city, casing more cars and congestion - and possible drunk driving.",Reliability
u-CecaGT66HN-0jOCcSqjRo,q-U1tstf3Jvn-SeIBApMQBQ,Will buses and trains go faster?,Reliability
u-nTfMtKmkpR-cTmrUM9DwQ,q-sTz99AjXKq-VwwJ07q4bo,Will prices be lowered?,Affordability
u-Tqpmh2C2vG-06wIaRwLjH,q-nKIyOnBPXa-TERSDQh2AC,How will the MBTA try to improve faster transportation and services?,Reliability
u-WgmSp0YvE9-fOWjQxUBN6,q-CFFLGtwLXJ-NtQjSkqM1c,Why are there limitations on certain bus routes?,Access
u-eI3fozsbNN-qsIewiNKzJ,q-y1rnBTmwvt-VpyMhwYGkN,@GoBoston2030 I have too many questions! I'm afraid I'll skew your sample!,Governance and Decision-Making
u-vsQBp2ARie-uNlNYULRPC,q-CFIx6lcPiC-DQqJ6DmXiy,"I am a ""former"" cyclist and pedestrian commuter and am back in my private auto because I DO NOT FEEL SAFE otherwise in Boston.  There are over 30 local organizations dedicated to exploring and supporting non-auto transportation alternatives.  When will this fragmented group of well meaning organizations combine their efforts to;   1.  Lobby the Police to cite drivers running red lights?  2.  Get a total ban on hand-held devices while driving?  or Get it on the ballot and let the voters decide!  Get the law changed to a ""surcharge-able"" offense  3.  Conduct a mass-media campaign to educate the public that it is AGAINST THE LAW to look at your phone, scroll through email, surf the web, etc ANY time their cars are on the road.  The I AM TIRED OF BEING ALMOST HIT when walking or biking by one of these idiots!  MOST PEOPLE DON'T KNOW THIS IS AGAINST THE LAW -even when driving in traffic.    The EOPSS has failed their mandate.     Public Awareness Campaign_ The law requires the RMV to work with EOPSS Highway Safety Division to implement a public awareness campaign for junior operators and adults. Campaign must start by January 1, 2011. The campaign is to include, but not be limited to:  •   Dangers and consequences of distracted driving •   Information on restrictions of cell phones and electronic devices while driving •   Information on fines and punishments http://www.massrmv.com/SafeDrivingLawSummary.aspx   5.        Sending/Reading Text Messages Civil Offense-No insurance surcharge (Operators cannot use any mobile telephone or handheld device capable of accessing the Internet to write, send, or read an electronic message including text messages, emails, and instant messages or to access the Internet while operating a vehicle. Law applies even if the vehicle is stopped in traffic.)     1st offense-$100     2nd offense-$250     3rd or subs offense-$500   Our lives are worth more than $100.  Shame on Boston and Massachusetts! ",Safety
u-01Eif2ptGJ-TR9Mh2wEcz,q-qYBhbb0myI-P4SRVMhG2S,"What if public transportation were made cheaper and more convenient than private vehicles through tolls, tax incentives and investment in infrastructure?",Affordability
u-L7lMQlKcUG-iphLU4fh8A,q-Ep8zBtiKOL-b3rOyeJnY9,How to create a transportation system that serves those who are least able to afford cars? Currently wealthier areas like Newton and Brookline have far more public transportation options than lower income areas like Chelsea and Everett. Yet it is that population that is most likely to wholly rely on public transportation. Such as system would have to be extensive and low-cost. How to do that?,Affordability
u-LHDeVCYIPU-PtNsO5MMdv,q-kdAsir8orJ-SZ7nw3kVs8,How will the city guarantee that transportation development does not contribute to displacement and gentrification?,Equity
u-xZ5N7T91f0-hCXSiBmg3p,q-MVziRDB4Vf-3zMc3F949e,Will the city bring back trolleys to run through the neighborhoods?,Access
u-dvokqIGEaH-F6gp2WcNXH,q-Xv3lxoZ4Zr-CKPVCM6Pmh,@GoBoston2030 I have seizures and cannot drive. How do I know that I will be able to move back to Boston as I plan and not be priced out?,Affordability
u-5rJRF0jRB5-SG8aEuszwD,q-UNfJVU9sgz-z76pJyGa5r,Will you please prioritize public transit!?,Access
u-LuyGD8d09d-Gz7yM6ibyb,q-1yFtYSlsnO-UpHyyWOiYR,What transportation will they have for the blind in the future?,Access
u-6rokeSvPdk-lJTVKt18DC,q-lmBAuABlpb-aLz1ITjNlt,"Why can't we use value capture strategies to fund high-capacity cross-town rapid transit, or any large-scale transit expansion?",Access
u-ZvMXuJoOCR-ShUZnVGx22,q-6KpdRwwjpT-702DoOjskX,Why doesn't the train come by more frequently when there are a lot of people?,Reliability
u-aNBYAfC9p8-7NZEF6ctgi,q-z9qzwHWLgs-WCO5AaaVPU,"@GoBoston2030 I dream of expanded BRT but executed correctly. Signal priority, outside fare collection, dedicated lanes. Reimagine corridors",Reliability
u-cINLb8s6vN-CY8a2wgghA,q-ShZkwOMY5x-coLokfphbQ,Will there ever be a day when Boston's sidewalks are plowed BEFORE the roads?,Governance and Decision-Making
u-MXBCelBvl3-wyvo0sCgLX,q-WyfSC7MKog-SAsZ8jbAs0,How will Boston resolve the following bicyclist safety issues: left turn lanes for bicyclists at major (and not so major intersections); motor vehicles who turn right and do not consider bicyclists going straight through an intersection; holding motor vehicles accountable for dangerous driving around bicyclists; holding bicyclists accountable for following traffic laws; bike lanes down one way streets in Cambridge?,Safety
u-YXece9qmuo-zmJ2cFkYx6,q-8XyvHrNpST-lZ0Sfu3F0z,What should we expect for the future?,Experiential Quality
u-CYxtLWkd2Z-OCA3axZJxi,q-HBgCwTuSpm-AaB6yUv0Tn,Why don't we have better transportation for the elderly? More on time. More gentle.,Reliability
u-1X1atYj67O-pKJ6DrzuMn,q-PMijECuHo7-K1HYdDJRy4,Will i ever be able to get to there from here?,Access
u-lfrdflHZ0f-WgPin4oCXT,q-bbdYtWTzR9-Pow0L8Q2Ir,Will the MBTA ever build a circle line?,Access
u-GjhoUm0fUZ-wekZ3zFkCO,q-3hx1NHYYCI-WshvnIEbOv,"If funds are being cut for the MBTA how will public transit improve/ change from here on out, especially after the challenges the MBTA has faced this winter?",Governance and Decision-Making
u-v1wa11ZKv6-7EBvJgSoAM,q-aIH54lHHZi-3h0uOsSI4M,Will we ever have streets that don't develop pot holes or crack/break druing the winter season?,Experiential Quality
u-dgVW6LDv0w-2Yb60PWQaB,q-iBa67sX21L-u5O0bvPU0a,Will Boston's public transportation networks be upgraded to be resilient to flooding and extreme storms?,Innovation-Technology
u-3JYsb10KLf-mau4RBp0Rw,q-1ZHn2ymDxs-RkuRWQ19ps,Why can't Boston have an express train to and from the South Shore (one or two stops would be more efficient)?  Why can't Boston have more efficient trains leaving Boston after 5:00 pm? (More people are leaving later to avoid traffic.),Reliability
u-upqPTbsiJ7-ul86PbbxQq,q-6WDngl6vuz-QGr440N4Dh,Will there be fewer stops and buses?,Access
u-fdteYkVdur-W0sNQANPIK,q-Kbczd4lndA-T0NlmAjf5q,Is there an app that showcases the many different transportation systems?,Innovation-Technology
u-1G0g7WUlTR-fOOOMgP2BK,q-5wdiHK2Lr5-0i2EpEOBCb,Will there be more buses on the road for routes?,Access
u-9dj6OORa0Y-qShfszOajX,q-p818y83Ryr-BNRWr8eDzV,What plans do we have when our population as a city hits one million for parking and traffic?,Reliability
u-tNFn18FqOr-1pztRb5BT5,q-jrVDjEaDyJ-Cb4SIfSQli,In the future will our public transportation system be as safe and trust-able as we can make it?,Safety
